Raw Source Row ID,Source Name,Source File / Sheet,Owner Team,Source Row / Evidence ID,Source Bug ID,Module,Screen / Route,Title,Description / Finding,Raw Severity / Priority,Raw Status,Evidence Reference,Triage Outcome,Triage Reason,Include In Master,Master Candidate ID,Duplicate Candidate
RAW-0011,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,12,PM-11,Authentication,/relink,Google Drive link redirects to Pehchaan,| | Post-OAuth redirect target not observed during the single one-time Drive grant; reproducing requires unlink/relink of Google account. Retest on a fresh account or after unlink.,Medium,Blocked — cannot test,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-AUTH-008,BUG-AUTH-008
RAW-0012,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,13,PM-12,Sthapana / Foundation,Needs WD Verification,Education-loan toggle not saving to DB,Toggle switched ON during Add by tester; saved record stores linkedLoanId: null (API) and loan indicator absent after save. | Consistent with report Bug 12 description and 06-06 evidence. | Silent-field-loss family. Data-level proof: toggle ON -> null.,P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-PROFILE-003,BUG-PROFILE-003
RAW-0013,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,14,PM-13,Sthapana / Foundation,Needs WD Verification,Doc doesn't move to new member's Drive folder on ownership change,"| | Folder-move behavior requires real Drive storage; NB-013 shows no files reach Drive on this account (no consent, no folder, fabricated URLs). Untestable until storage layer exists.",Medium,Blocked — cannot test,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-PROFILE-004,BUG-PROFILE-004
RAW-0014,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,15,PM-14,Sthapana / Foundation,/Edit,Education-loan toggle missing on edit page,Tester opened edit form on existing qualification: NO Education Loan toggle present (Add form has it). | Matches report exactly; deterministic UI structure. | Add/Edit field parity defect; compounds Bug 12 (even a persisted flag would be uneditable).,P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-PROFILE-003,BUG-PROFILE-003
RAW-0015,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,16,PM-15,Sthapana / Foundation,/foundation,Foundation dashboard card UI inconsistent,"DOM measurement run 1 (fresh load in test tab, 1470px viewport / clientWidth 1464): Foundation header info-card = 790px wide (x 328->1118), p-4. Reference: Bhoomi header card, IDENTICAL full class string AND identical row composition (36px back button + 12px gap inside the same 872px header row) = 808px (x 328->1136). 18px width inconsistency between the two modules sharing the card recipe. | Run 2 (independent loads: Bhoomi measured in the already-open tester tab AND re-measured on a fresh load in the test tab; Foundation re-probed after a navigation round-trip): deterministic — 790 vs 808 again. Parent chains identical on both pages (header row 872px @ x280; content column 920px @ x256; margin-right 0 on both cards). | ROOT CAUSE (fix-ready): the header info-card has NO width constraint (no flex-1 / w-full; margin-right 0), so as a plain flex item it is CONTENT-SIZED — each module's card width floats with its description text length (790 vs 808 inside identical 872px rows). One-line fix: add flex-1 to the shared header-card component. This also explains Bug 31 AND why the 10-07 automation found 'no difference' (it measured the fixed-width 872px title ROW, not the card). Report says 'on the dashboard'; the element actually sits at the top of /foundation and matches the report screenshot exactly (back arrow + info icon + Profile/Family/Education chips). Human visual pass now optional — a deterministic DOM delta exists; screenshot captured for a reporter's-eye check anyway.",P3,Confirmed,Same root cause as Bug 31 (module header-card family) — one Jira ticket,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-PROFILE-005,BUG-PROFILE-005
RAW-0016,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,17,PM-16,Kunji / Credentials,Needs WD Verification,Reveal Password button does nothing,"| | Created portal (HDFC test, encrypted mode, master-password vault set up) does not appear in the portal list (NB-016) — no portal can be opened, so Reveal Password is unreachable. Retest after NB-016 fix.",Medium,Blocked — cannot test,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-CREDENTIAL-001,BUG-CREDENTIAL-001
RAW-0017,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,18,PM-17,Kunji / Credentials,/dwaar/portals/add,Registration date accepts future dates,"Route /dwaar/portals/add, step 2: Registration Date set to 12/12/2030 (far future) by tester -> ACCEPTED, no validation message. | Consistent with report; single tester observation (P3 cosmetic-adjacent, low reproduction risk). | Kunji route = /dwaar/portals; add form is 2-step (step1 category/platform/URL, step2 credentials + registration date). Reg date is optional per PRD 3.2.",P3,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-CREDENTIAL-002,BUG-CREDENTIAL-002
RAW-0018,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,19,PM-18,Rin / Loans,/12000,"Amount fields: stuck leading 0, no rupee symbol","Typed 8000 into Premium Amount → field showed 80000 (default 0 merged at caret-start) — a plausible-looking 10x corruption of a financial amount. | Caret at end → 08000 (exact reported symptom). Select-all + Delete snaps field back to 0 — cannot be emptied. | SEVERITY NUANCE FINAL: leading-zero display variant is cosmetic at rest (API stored 1000000/12000 correctly, zeros stripped). Caret-at-start variant (tester-corroborated 10-07/11-07) produces value x10 which parses as legitimate and WOULD store wrong — the real data risk. Rupee in label only.",P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-LOAN-001,BUG-LOAN-001
RAW-0019,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,20,PM-19,Raksha / Insurance,/01/2024,Next due date accepts past dates,"Set Next Due Date = 01/01/2024 (2.5 yrs past) → accepted; NO validation message anywhere in form; 'SEAL SHIELD' save button remained enabled. | Fresh form: 2025-06-15 set via React change handler -> accepted; no validation message; tester visual corroboration on screen. | Attempt 1 keyboard, attempt 2 change-handler. Human corroboration 10-07: submit attempt was blocked ONLY by native required validation on Insurer Name — the past date raised nothing. Native validation exists on the form; dates are exempt.",P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-INSURANCE-001,BUG-INSURANCE-001
RAW-0020,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,21,PM-20,Sthapana / Foundation,/raksha/policies/add,Doc upload missing in Add form (present in Edit),"Inspected /raksha/policies/add: no file input; zero upload/attach/document mentions (sections: Policy Foundation, Financial Cover, Beneficiaries & Coverage only). | Fresh-load re-inspection: hasFileInput=false, zero upload/attach/document mentions. | Full form human-scrolled 10-07: Policy Foundation, Financial Cover, Beneficiaries & Coverage (covered members, primary nominee, agent/contact) — no upload block anywhere. Nominee helper text confirms filter on Nominee Eligible flag (see NB-004).",P3,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-PROFILE-006,BUG-PROFILE-006
RAW-0021,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,22,PM-21,Sthapana / Foundation,Needs WD Verification,Uploaded doc -> Drive 'file not found',"Tester uploaded doc to policy TEST-POL-1234; View -> same phantom Drive URL failure as Bug 25. | Root cause established (internal ID in Drive URL, DUP-1); occurred even AFTER Drive account was linked — Raksha view-URL bug independent of Drive state. | DUP-1 family complete: 21+25 confirmed, 34 expected identical.",P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-PROFILE-007,BUG-PROFILE-007
RAW-0022,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,23,PM-22,Pravah / Banking,Needs WD Verification,Multiple accounts can be marked primary,"Tester created two accounts, checked Make this my primary on BOTH — no warning or validation appeared (reported defect confirmed). | Post-save list shows NO primary badge on either account — primary status either undisplayed or not persisted (silent-loss suspicion; account API route not discoverable to verify). | Core (no validation on multiple primaries) confirmed; badge absence adds possible flag-loss — verify at data layer when API route known.",P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-BANK-001,BUG-BANK-001
RAW-0023,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,24,PM-23,Pravah / Banking,/change,Loan start date accepts future dates,Start Date set to 2027-09-05 through React input/change handlers -> accepted; NO validation message; Create Loan Account stayed enabled. | 2028-01-15 -> identical result. | Method: programmatic value + change events (keyboard entry blocked by pre-filled field); optional human calendar-picker pass for completeness.,P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-BANK-002,BUG-BANK-002
RAW-0024,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,25,PM-24,Rin / Loans,/attach/document,Doc upload missing in Add form,Fresh Add Loan form: hasFileInput=false; zero upload/attach/document mentions. | Reload re-inspection: identical. | Edit-page presence (other half of report) re-checkable once a loan exists.,P3,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-LOAN-002,BUG-LOAN-002
RAW-0025,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,26,PM-25,Authentication,/file/d/1783760246043-w8a1ivyxz/view,Loan doc -> Drive 'file not found',"Uploaded dummy PDF to loan; View opens drive.google.com/file/d/1783760246043-w8a1ivyxz/view -> Sorry, file does not exist. | Deterministic: the URL embeds the apps INTERNAL documentId (timestamp-random format, API-verified identical) — not a Drive file ID. Same broken URL on every view. | Tester was never asked for Drive consent on this account — file may never reach Drive at all (placeholder ID + fabricated URL). Verify: check Google Drive for Svarajya_Nidhi folder contents.",P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-PROFILE-007,BUG-PROFILE-007
RAW-0026,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,27,PM-26,Rin / Loans,/Edit,End date shown in View but absent in Add/Edit,"Add form has NO End Date field. Full field list: loan type, lender, principal, outstanding, EMI, interest %, tenure, start date. | COMPLETED 11-07: schema holds endDate:null (API); loan view page displays END DATE N/A while no Add/Edit form offers the field. All three halves verified. | Add-form absence 2x (10-07); schema + view-page display (11-07, loan b00496c8). Also: repayment-progress math correct (20.0%); Add Document section present on view page (Bug 24 counterpart consistent).",P3,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-LOAN-002,BUG-LOAN-002
RAW-0027,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,28,PM-27,Vyaya / Expenses,/vyaya/add,Expense date accepts future dates,"Expense date set to 2026-08-20 (6 weeks future) at /vyaya/add via React change handler -> accepted; no validation; Save Expense enabled. | 2026-12-31 -> identical: accepted, 0 messages, save enabled. | Vyaya module has Categories/Budget/Subscriptions/Analytics tabs — Subscriptions-inside-Vyaya UI-confirmed; Budget tab exists (PRD 5.3 present).",P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-EXPENSE-001,BUG-EXPENSE-001
RAW-0028,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,29,PM-28,Sthapana / Foundation,Needs WD Verification,Recurring frequency not saved (NULL),"Tester set Recurring ON with Monthly frequency; stored record (API d31b62e1) has isRecurring:true but NO frequency field present at all — frequency lost. | Second expense (1200, subscriptions, Monthly chosen): frequency field ABSENT again — 2 independent records, 0 frequencies persisted. | Both expense records have 10 keys, no recurringFrequency. Silent-field-loss family. NB-012 compounds: no expense edit to correct it.",P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-PROFILE-008,BUG-PROFILE-008
RAW-0029,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,30,PM-29,Vyaya / Expenses,/renewal,Last-used/renewal date validations missing,"| | All subscription operations blocked by NB-014 (/api/subscriptions 500, Prisma P2022). Retest after schema fix. UI shows empty state, not error — saved subscription invisible.",Medium,Blocked — cannot test,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-EXPENSE-002,BUG-EXPENSE-002
RAW-0030,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,31,PM-30,Sthapana / Foundation,/Update,Will last-review date accepts future dates,"Last Review/Update Date on /mitra/will set to 2026-09-01 (future) -> accepted, zero validation messages (toggle flipped by tester; field revealed). | 2027-01-15 -> identical acceptance, no messages. | Will toggle itself resists synthetic clicks (human flip required) — same widget family as chapter gates.",P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-PROFILE-009,BUG-PROFILE-009
RAW-0031,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,32,PM-31,Sthapana / Foundation,/time-dependent,Header card size inconsistent,"Measured at ~1470px viewport: Bhoomi header card = 872px wide (bounds 280-1152). Raksha header card = IDENTICAL 872px, same bounds. No width difference found between these two. | Kar comparison inconclusive (differently-structured wrapper prevented like-for-like automated measurement). | HONEST NOTE: automated width check did NOT reproduce a Bhoomi-vs-Raksha difference. Report may refer to a different viewport, the tab-strip area, or inner padding. Recommend a human side-by-side visual pass + screenshot at the reporters viewport before final verdict — do not mark Confirmed on automation alone. || UPDATE 12-07 (via Bug 15): mechanism found — the header info-card is CONTENT-SIZED (no flex-1), so relative card widths float with description text. Today Bhoomi=808px vs Foundation=790px inside identical 872px rows — Bhoomi is currently the WIDER card, so the report's 'shorter' claim is content/time-dependent; verdict stays Partially reproduced. The 10-07 automation compared the fixed 872px title ROW, not the card — that is why it found no difference. Same one-line fix + same Jira ticket as Bug 15 (width constraint on the shared header-card component).",P3,Partially reproduced,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-PROFILE-010,BUG-PROFILE-010
RAW-0032,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,33,PM-32,Kar / Tax,Needs WD Verification,"Year fields free-text, no picker","Free-text year fields confirmed (no picker). Character mask NOW blocks letters (banana rejected) — improvement since report — but 99- survives as a value with no format message. | Nonsense year 3000-99 accepted with zero format messages; no picker element anywhere in form. | Behaviour improved since 06-06 (letter mask added) but core stands: no picker, no YYYY-YY format enforcement, nonsense years pass.",P3,Partially reproduced,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-TAX-001,BUG-TAX-001
RAW-0033,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,34,PM-33,Rin / Loans,/Rin,Future filing date silently disables Save,"Baseline: all fields valid + past filing date -> Save ENABLED, 0 messages. Changed ONLY filing date to 2026-07-15 -> Save DISABLED, 0 visible validation messages. | Toggled back to valid (Save re-enabled) then to 2026-08-01 -> Save disabled again, 0 messages. Causality proven both directions. | Kar DOES validate the date (unlike Raksha/Rin) but communicates nothing. Also noted: Kar has an in-app, completion-tracked Tax Awareness Primer (Step 1 of 3, Mark-as-watched) — the PRD tutorial spec exists in the codebase but only Kar uses it.",P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-LOAN-003,BUG-LOAN-003
RAW-0034,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,35,PM-34,Pravah / Banking,/Rin,ITR doc -> Drive 'file not found',"Tester saved ITR record, uploaded doc WITH sync-to-Drive checkbox ticked (Drive linked): View OPENS the document successfully. | Deterministic in current state; contrast: Raksha doc still phantoms after linking (Bug 21). | Kar implements local-save + explicit opt-in Drive sync + real file IDs — the PRD local-first model, working. Recommend porting Kar document handling to Raksha/Rin. Pre-linking ITR state untested (report may reflect unlinked account).",P3,Not reproducible,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-BANK-003,BUG-BANK-003
RAW-0035,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,36,PM-35,Kar / Tax,Needs WD Verification,One field error triggers all-field validation storm,"Set ONLY last-filing-date to future (2026-08-01) on pristine form -> NINE errors erupted simultaneously (all required-field messages + the date error). Full list captured verbatim. | Fresh form, 2026-09-15 -> identical 9-error storm. | GST is the ONLY form in the app that shows a date-validation MESSAGE (last filing date cannot be in the future) — but validates all fields on any single change.",P3,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-TAX-002,BUG-TAX-002
RAW-0036,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,37,PM-36,Kar / Tax,Needs WD Verification,GST next due date accepts past dates,"Next due date -> 2026-05-01 (past): accepted; its required-error simply cleared (storm 9->8); NO past-date message — while the future-date error sits beside it on the same form. | Fresh form, 2026-03-10 -> identical acceptance, no past message. | Same form validates one date field with a message and sanity-checks the neighbour not at all.",P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-TAX-003,BUG-TAX-003
RAW-0037,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,38,PM-37,Kar / Tax,/dates,"Invalid data silently disables Save, no messages","Baseline valid -> Save enabled. DIN set to 9 digits (123456789) -> Save STILL enabled, value accepted, 0 messages. | Director Since -> future (2027-01-01): Save enabled, 0 msgs. Expiry -> past (2024-01-01): Save enabled, 0 msgs. | Reported silent-disable is GONE because validation was removed entirely — invalid DIN/dates now pass client-side checks with Save enabled (Save not clicked; server-side unverified). Regression in the opposite direction since 06-06.",P2,Behaviour changed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-TAX-004,BUG-TAX-004
RAW-0038,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,39,PM-38,Rin / Loans,/succession/will,Executor contact accepts >10 digits,"Executor contact accepted a 32-character digit string in full; zero validation messages. | 20-character number: identical acceptance, no messages. | Route: /succession/will. Same executor name/contact fields ALSO exist on /mitra/will — Mitra/Uttaradhikar overlap now field-level confirmed (feeds GAP duplication finding).",P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-LOAN-004,BUG-LOAN-004
RAW-0039,PM verified bug register,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv,PM,40,PM-39,Authentication,/succession/emergency,Emergency phones accept letters,"Primary contact phone accepted letters (ersdtfgyhuijo, 13 chars); no validation message (only unrelated OTP note on page). | Secondary contact phone accepted letters + special characters (werdtfygh!@#); zero validation messages. | Route: /succession/emergency. Page mentions 6-digit OTP via EMAIL for emergency access — email OTP flow exists while mobile OTP (NB-001) is broken; note for auth epic.",P2,Confirmed,,Valid bug,PM verified register row retained; WD verification still required.,Yes,BUG-AUTH-004,BUG-AUTH-004
RAW-0040,Existing/NB bug report,audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv,QA/PM,2,NB-001,Authentication,/onboarding/contact-info,Send OTP fails: Firebase auth/billing-not-enabled,OTP send errors out; mobile verification impossible. Skip Verification works so onboarding is not fully blocked.,P1,Draft — reproduce 2x,Bug 5 (behaviour changed),Valid bug,Existing bug report row retained; duplicate linkage resolved in master.,Yes,BUG-AUTH-004,BUG-AUTH-004
RAW-0041,Existing/NB bug report,audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv,QA/PM,3,NB-002,Sthapana / Foundation,/foundation/family,Family member mobile & email lost after save,Mobile and email entered on add-member form are absent from the stored record returned by /api/family. Same pattern as Bug 28.,P2,Reproduced 2x,Bug 28 (pattern),Valid bug,Existing bug report row retained; duplicate linkage resolved in master.,Yes,BUG-AUTH-007,BUG-AUTH-007
RAW-0042,Existing/NB bug report,audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv,QA/PM,4,NB-003,Authentication,/foundation -> EDIT,"Profile editing replays full onboarding, gated behind broken OTP",No dedicated edit form. EDIT re-enters the 5-step onboarding wizard ending at the OTP step that errors (NB-001).,P1,Draft — reproduce 2x,—,Valid bug,Existing bug report row retained; duplicate linkage resolved in master.,Yes,BUG-AUTH-004,BUG-AUTH-004
RAW-0043,Existing/NB bug report,audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv,QA/PM,5,NB-004,Sthapana / Foundation,Add-member form / backend,nomineeEligible not in UI; backend silently defaults TRUE,"Field exists in schema, absent from form; every member becomes nominee-eligible without user choice. Insurance nominee dropdown filters on this flag.",P2,"Reproduced 2x (UI flow end-to-end: silent default -> nominee dropdown -> stored nomineeId, 11-07)",—,Valid bug,Existing bug report row retained; duplicate linkage resolved in master.,Yes,BUG-PROFILE-006,BUG-PROFILE-006
RAW-0044,Existing/NB bug report,audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv,QA/PM,6,NB-005,Sthapana / Foundation,/foundation/family,No visible path to view/edit members after save,Post-save summary shows dependency stats but no member list; no edit/remove control found.,P3,Draft — reproduce 2x,—,Valid bug,Existing bug report row retained; duplicate linkage resolved in master.,Yes,BUG-PROFILE-011,BUG-PROFILE-011
