Master Bug ID,Source Bug ID,Source File / Sheet,Source Row / Evidence ID,Module,Screen / Route,Bug Title,Bug Description,Bug Type,Severity,Priority Reason,Reproduction Status,Reproduction Steps,Expected Result,Actual Result,Evidence Available,Evidence Link / Evidence ID,Likely Page / Component File,Likely Hook / Store / Service File,Likely API Route,Likely Supabase Table,Likely DB Field,Related Modules,Dashboard Impact,Reminder Impact,Document Vault Impact,Auth / Security Impact,Data Loss Risk,Calculation Risk,Duplicate Status,Duplicate Of,Technical Confidence,AI Confidence Reason,Needs WD Verification,Suggested Jira Issue Type,Suggested Jira Title,Recommended Next Action,Assigned To,Status,Notes
BUG-LOAN-005,DA-JOURNEY-C-6,audit-input/03-bug-and-evidence/DA_BUG_VERIFICATION.csv,20,Rin / Loans,Needs WD Verification,Insurance and nominee step 6: Check reminders,"Creation notification fired instantly (Shield Erected). No renewal reminder visible — due date 11 months out, lead-time reminder not yet expected.",Dashboard Calculation,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Insurance and nominee step 6: Check reminders,Expected behavior requires PM/WD confirmation.,"Creation notification fired instantly (Shield Erected). No renewal reminder visible — due date 11 months out, lead-time reminder not yet expected.",Yes,Cannot distinguish not-implemented from not-yet-due. Test design: next data round should include a policy due in ~2 weeks to force reminder generation.,src/app/(dashboard)/bhoomi/page.tsx,bhoomiService; NotificationStore; Vault,/api/bhoomi/properties; /api/bhoomi/properties/[id]; /api/loans,Prisma PropertyAsset; local Vault,type,Bhoomi; Foundation family; Khate; Rajya; education/property context; Reminders,Yes,Possible,Possible,No,Low,Yes,Unique,,Probable,"Static mapping or pattern suggests a risk, but reproduction or direct root-cause proof is incomplete.",Yes,Bug,[Rin / Loans] Insurance and nominee step 6: Check reminders,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-INCOME-002,Bug 28 (via B2),audit-input/03-bug-and-evidence/DA_BUG_VERIFICATION.csv,22,Vyaya / Expenses,Needs WD Verification,Loan and cash flow step 2: Add expenses,"Expense prerequisite completed via Journey B step 2 — expense saved and API-verified there (Rs 2,500, household, UPI). Plain expense-add works; recurring-frequency loss is the B2 issue.",Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Loan and cash flow step 2: Add expenses,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"Expense prerequisite completed via Journey B step 2 — expense saved and API-verified there (Rs 2,500, household, UPI). Plain expense-add works; recurring-frequency loss is the B2 issue.",Yes,Cross-ref B2. Marked Partial only because B2 carries Bug 28 (recurring frequency); the base expense entry itself passed.,src/app/(dashboard)/vyaya/entry/page.tsx,expenseService; expenseCategoryService; budgetService; ExpenseStore in two paths,/api/expenses; /api/expenses/[id]; /api/expense-categories; /api/budget; /api/subscriptions,Prisma ExpenseEntry/ExpenseCategory/BudgetPlan/Subscription; browser stores,date,Khate; Foundation family; Rajya; Suchak; Leakage; Vyaya; Khate; Rajya; Doot,Possible,Possible,No,No,Low,Possible,Possible Duplicate,BUG-INCOME-002,Probable,"Static mapping or pattern suggests a risk, but reproduction or direct root-cause proof is incomplete.",Yes,Bug,[Vyaya / Expenses] Loan and cash flow step 2: Add expenses,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-BANK-004,DA-JOURNEY-D-5,audit-input/03-bug-and-evidence/DA_BUG_VERIFICATION.csv,25,Pravah / Banking,Needs WD Verification,Loan and cash flow step 5: Check dashboard and alerts,"Dashboard metrics reflect loan (EMI burden 12.5%, outstanding in stats); no loan-specific alert generated",Dashboard Calculation,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Loan and cash flow step 5: Check dashboard and alerts,Expected behavior requires PM/WD confirmation.,"Dashboard metrics reflect loan (EMI burden 12.5%, outstanding in stats); no loan-specific alert generated",Yes,Data reflected; alert generation for new loans not observed — reminder-engine coverage question for the near-due-date test round.,src/app/(dashboard)/khate/accounts/page.tsx,bankService; bankApi; BankStore in src/lib and src/lib/stores,/api/bank; /api/bank/[id],Prisma BankAccount/CashWallet/BalanceHistory; browser stores,bankName,Kosh; Vyaya; Rajya; Suchak; Leakage; Dashboard,Yes,Possible,No,No,Low,Yes,Unique,,Probable,"Static mapping or pattern suggests a risk, but reproduction or direct root-cause proof is incomplete.",Yes,Bug,[Pravah / Banking] Loan and cash flow step 5: Check dashboard and alerts,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-PROFILE-007,Bug 25,audit-input/03-bug-and-evidence/DA_BUG_VERIFICATION.csv,28,Document Vault,Needs WD Verification,Documents step 3: View it in Document Vault,View opens fabricated Drive URL -> file does not exist,Document Upload,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Documents step 3: View it in Document Vault,"Document should upload, link, display, and delete through the intended vault/storage flow.",View opens fabricated Drive URL -> file does not exist,Yes,Root cause identified: internal ID in Drive URL.,● Confirmed - granthagaar/page.tsx uses the shared FileUploader component for uploads (folder-based),"● Confirmed - No edit action exists - files can only be uploaded or deleted, not renamed/modified in place (no update/rename method found in documentService.ts)","● Confirmed - Save = file upload via documentService.ts (@/lib/services/documentService.ts), stored to browser IndexedDB. FileUploader itself also calls /api/family and /api/google-drive/upload for the family-linking and Drive-backup parts of an upload",● Confirmed - No server table for the file content itself (IndexedDB only); family_members touched indirectly via FileUploader's /api/family call,Needs WD Verification,All upload-capable modules; Document Vault,Possible,Possible,Yes,No,Possible,No,Possible Duplicate,BUG-PROFILE-007,Probable,"Static mapping or pattern suggests a risk, but reproduction or direct root-cause proof is incomplete.",Yes,Bug,[Document Vault] Documents step 3: View it in Document Vault,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-EXPENSE-002,NB-014,audit-input/03-bug-and-evidence/DA_BUG_VERIFICATION.csv,31,Vyaya / Expenses,/api/subscriptions,Subscription and reminders step 1: Add subscription,"Add-subscription form reached and submitted, but save fails at the data layer — /api/subscriptions returns HTTP 500 (Prisma P2022, missing column); subscription never persists. Full failure detail at step 3.",Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Subscription and reminders step 1: Add subscription,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"Add-subscription form reached and submitted, but save fails at the data layer — /api/subscriptions returns HTTP 500 (Prisma P2022, missing column); subscription never persists. Full failure detail at step 3.",Yes,Same root failure recorded at F3; step 1 is the save action itself.,src/app/(dashboard)/vyaya/entry/page.tsx,expenseService; expenseCategoryService; budgetService; ExpenseStore in two paths,/api/expenses; /api/expenses/[id]; /api/expense-categories; /api/budget; /api/subscriptions,Prisma ExpenseEntry/ExpenseCategory/BudgetPlan/Subscription; browser stores,date,Khate; Foundation family; Rajya; Suchak; Leakage; Vyaya; Khate; Rajya; Doot; Reminders,Possible,Possible,No,No,Low,Possible,Possible Duplicate,BUG-EXPENSE-002,Probable,"Static mapping or pattern suggests a risk, but reproduction or direct root-cause proof is incomplete.",Yes,Bug,[Vyaya / Expenses] Subscription and reminders step 1: Add subscription,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-EXPENSE-002,Bug 29,audit-input/03-bug-and-evidence/DA_BUG_VERIFICATION.csv,32,Vyaya / Expenses,Needs WD Verification,Subscription and reminders step 2: Add renewal date,"Renewal-date / last-used-date fields accept invalid values with no client-side validation (future last-used AND past renewal both accepted) — Bug 29 confirmed at the input. Save-side persistence untestable (subscriptions API 500, NB-014).",Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Reproduced Once,Subscription and reminders step 2: Add renewal date,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"Renewal-date / last-used-date fields accept invalid values with no client-side validation (future last-used AND past renewal both accepted) — Bug 29 confirmed at the input. Save-side persistence untestable (subscriptions API 500, NB-014).",Yes,Bug 29: last-used future / renewal past accepted,src/app/(dashboard)/vyaya/entry/page.tsx,expenseService; expenseCategoryService; budgetService; ExpenseStore in two paths,/api/expenses; /api/expenses/[id]; /api/expense-categories; /api/budget; /api/subscriptions,Prisma ExpenseEntry/ExpenseCategory/BudgetPlan/Subscription; browser stores,date,Khate; Foundation family; Rajya; Suchak; Leakage; Vyaya; Khate; Rajya; Doot; Reminders,Possible,Possible,No,No,Low,Possible,Possible Duplicate,BUG-EXPENSE-002,Strong Evidence,Source evidence reports Reproduced Once; technical/root-cause verification remains pending.,Yes,Bug,[Vyaya / Expenses] Subscription and reminders step 2: Add renewal date,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-EXPENSE-002,NB-014,audit-input/03-bug-and-evidence/DA_BUG_VERIFICATION.csv,33,Vyaya / Expenses,/api/subscriptions,Subscription and reminders step 3: Check expense connection,Subscription save attempted; /api/subscriptions returns HTTP 500 DATABASE_ERROR (Prisma P2022 - column missing in DB schema),Save/Create,P1,Important user journey or shared module behavior may be blocked or materially degraded.,Needs WD Verification,Subscription and reminders step 3: Check expense connection,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,Subscription save attempted; /api/subscriptions returns HTTP 500 DATABASE_ERROR (Prisma P2022 - column missing in DB schema),Yes,Feature broken at data layer; cannot read subscriptions back.,src/app/(dashboard)/vyaya/entry/page.tsx,expenseService; expenseCategoryService; budgetService; ExpenseStore in two paths,/api/expenses; /api/expenses/[id]; /api/expense-categories; /api/budget; /api/subscriptions,Prisma ExpenseEntry/ExpenseCategory/BudgetPlan/Subscription; browser stores,date,Khate; Foundation family; Rajya; Suchak; Leakage; Vyaya; Khate; Rajya; Doot; Reminders,Possible,Possible,No,No,Low,Possible,Possible Duplicate,BUG-EXPENSE-002,Probable,"Static mapping or pattern suggests a risk, but reproduction or direct root-cause proof is incomplete.",Yes,Bug,[Vyaya / Expenses] Subscription and reminders step 3: Check expense connection,Move to P0/P1 Impact Report,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-EXPENSE-003,DA-JOURNEY-F-4,audit-input/03-bug-and-evidence/DA_BUG_VERIFICATION.csv,34,Vyaya / Expenses,Needs WD Verification,Subscription and reminders step 4: Check reminder creation,Not observed — step blocked (see Notes).,Dashboard Calculation,P1,Important user journey or shared module behavior may be blocked or materially degraded.,Cannot Reproduce,Subscription and reminders step 4: Check reminder creation,Expected behavior requires PM/WD confirmation.,Not observed — step blocked (see Notes).,Yes,Renewal date validation (Bug 29 save-side) untestable while subscriptions API is 500.,src/app/(dashboard)/vyaya/entry/page.tsx,expenseService; expenseCategoryService; budgetService; ExpenseStore in two paths,/api/expenses; /api/expenses/[id]; /api/expense-categories; /api/budget; /api/subscriptions,Prisma ExpenseEntry/ExpenseCategory/BudgetPlan/Subscription; browser stores,date,Khate; Foundation family; Rajya; Suchak; Leakage; Vyaya; Khate; Rajya; Doot; Reminders,Yes,Possible,No,No,Low,Yes,Unique,,Probable,"Static mapping or pattern suggests a risk, but reproduction or direct root-cause proof is incomplete.",Yes,Bug,[Vyaya / Expenses] Subscription and reminders step 4: Check reminder creation,Move to P0/P1 Impact Report,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-EXPENSE-004,DA-JOURNEY-F-5,audit-input/03-bug-and-evidence/DA_BUG_VERIFICATION.csv,35,Vyaya / Expenses,Needs WD Verification,Subscription and reminders step 5: Edit or deactivate subscription,Second recurring expense (subscriptions category) did NOT create a subscription entry — expense and subscription are unlinked,Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Subscription and reminders step 5: Edit or deactivate subscription,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,Second recurring expense (subscriptions category) did NOT create a subscription entry — expense and subscription are unlinked,Yes,Tester noted Add Expense with subscriptions category does not populate the Subscriptions list. Expense<->Subscription link absent (PRD 13 expects connection).,src/app/(dashboard)/vyaya/entry/page.tsx,expenseService; expenseCategoryService; budgetService; ExpenseStore in two paths,/api/expenses; /api/expenses/[id]; /api/expense-categories; /api/budget; /api/subscriptions,Prisma ExpenseEntry/ExpenseCategory/BudgetPlan/Subscription; browser stores,date,Khate; Foundation family; Rajya; Suchak; Leakage; Vyaya; Khate; Rajya; Doot; Reminders,Possible,Possible,No,No,Low,Possible,Unique,,Probable,"Static mapping or pattern suggests a risk, but reproduction or direct root-cause proof is incomplete.",Yes,Bug,[Vyaya / Expenses] Subscription and reminders step 5: Edit or deactivate subscription,Create Jira Bug,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-EXPENSE-005,DA-JOURNEY-F-6,audit-input/03-bug-and-evidence/DA_BUG_VERIFICATION.csv,36,Vyaya / Expenses,Needs WD Verification,Subscription and reminders step 6: Check reminder behaviour,Not observed — step blocked (see Notes).,Dashboard Calculation,P1,Important user journey or shared module behavior may be blocked or materially degraded.,Cannot Reproduce,Subscription and reminders step 6: Check reminder behaviour,Expected behavior requires PM/WD confirmation.,Not observed — step blocked (see Notes).,Yes,Reminder-creation check blocked by subscriptions 500.,src/app/(dashboard)/vyaya/entry/page.tsx,expenseService; expenseCategoryService; budgetService; ExpenseStore in two paths,/api/expenses; /api/expenses/[id]; /api/expense-categories; /api/budget; /api/subscriptions,Prisma ExpenseEntry/ExpenseCategory/BudgetPlan/Subscription; browser stores,date,Khate; Foundation family; Rajya; Suchak; Leakage; Vyaya; Khate; Rajya; Doot; Reminders,Yes,Possible,No,No,Low,Yes,Unique,,Probable,"Static mapping or pattern suggests a risk, but reproduction or direct root-cause proof is incomplete.",Yes,Bug,[Vyaya / Expenses] Subscription and reminders step 6: Check reminder behaviour,Move to P0/P1 Impact Report,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-EXPENSE-002,NB-014,audit-input/03-bug-and-evidence/DA_BUG_VERIFICATION.csv,37,Vyaya / Expenses,/api/subscriptions,Subscription and reminders step 5b: Open subscription edit view,Cannot edit subscription: edit view loads via the same /api/subscriptions endpoint that 500s (P2022). Blocked by NB-014 root cause.,Edit/Update,P1,Important user journey or shared module behavior may be blocked or materially degraded.,Cannot Reproduce,Subscription and reminders step 5b: Open subscription edit view,Edits should persist and update dependent modules consistently.,Cannot edit subscription: edit view loads via the same /api/subscriptions endpoint that 500s (P2022). Blocked by NB-014 root cause.,Yes,audit-input/03-bug-and-evidence/DA_BUG_VERIFICATION.csv,src/app/(dashboard)/vyaya/entry/page.tsx,expenseService; expenseCategoryService; budgetService; ExpenseStore in two paths,/api/expenses; /api/expenses/[id]; /api/expense-categories; /api/budget; /api/subscriptions,Prisma ExpenseEntry/ExpenseCategory/BudgetPlan/Subscription; browser stores,date,Khate; Foundation family; Rajya; Suchak; Leakage; Vyaya; Khate; Rajya; Doot; Reminders,Possible,Possible,No,No,Low,Possible,Possible Duplicate,BUG-EXPENSE-002,Probable,"Static mapping or pattern suggests a risk, but reproduction or direct root-cause proof is incomplete.",Yes,Bug,[Vyaya / Expenses] Subscription and reminders step 5b: Open subscription edit view,Move to P0/P1 Impact Report,Pending WD Assignment,Draft,Triage: Valid bug. No explicit Himanshu/Harsh verification evidence found.
BUG-AUTH-001,1,audit-input/03-bug-and-evidence/P0_P1_BUG_REPORT_DRAFT.csv,2,Authentication,/password,Google login restricted to test users (app unverified in Google Cloud),"Standing restriction hit every session: non-test Google accounts get Error 403 access_denied (report screenshot). Entire test effort has run on the registered test account (dummyuser@example.com, email/password) + Skip Verification BECAUSE of this gate. | Re-confirmed as the active operating constraint across 08-07 -> 11-07 sessions; Journey A step 1 records it still blocks NEW Google accounts (2026-07-12). Environmental/config (Google Cloud OAuth consent screen unverified / testers allow-list), not app code. | Config-level, not code. Fix = complete Google OAuth verification / publish consent screen (or keep an explicit testers allow-list). Workaround IN USE: email/password signup works, so the app is still enterable -> P1, not P0. NB: a reviewer reading login=P0 strictly may escalate. Do NOT edit Google auth settings (ground rule 4); route via Jira.",Auth,P1,Important user journey or shared module behavior may be blocked or materially degraded.,Reproduced Twice,See source row/evidence; reproduce with dummy data only in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.","Standing restriction hit every session: non-test Google accounts get Error 403 access_denied (report screenshot). Entire test effort has run on the registered test account (dummyuser@example.com, email/password) + Skip Verification BECAUSE of this gate. | Re-confirmed as the active operating constraint across 08-07 -> 11-07 sessions; Journey A step 1 records it still blocks NEW Google accounts (2026-07-12). Environmental/config (Google Cloud OAuth consent screen unverified / testers allow-list), not app code. | Config-level, not code. Fix = complete Google OAuth verification / publish consent screen (or keep an explicit testers allow-list). Workaround IN USE: email/password signup works, so",Yes,audit-input/03-bug-and-evidence/P0_P1_BUG_REPORT_DRAFT.csv,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Authentication,No,No,No,Yes,Low,No,Duplicate,BUG-AUTH-001,Strong Evidence,Source evidence reports Reproduced Twice; technical/root-cause verification remains pending.,Yes,Bug,[Authentication] Google login restricted to test users (app unverified in Google Cloud),No Action — Duplicate,Pending WD Assignment,Draft,Triage: Duplicate/supporting source. No explicit Himanshu/Harsh verification evidence found.
BUG-AUTH-002,2,audit-input/03-bug-and-evidence/P0_P1_BUG_REPORT_DRAFT.csv,3,Authentication,/api/auth/send-reset,Password reset link errors; auto-logs-in without resetting,"Run 1 (12-07): send-reset OK (POST /api/auth/send-reset 200). Opened recovery link — token ACCEPTED (Supabase minted a valid session), redirect landed on www.svarajya.com root. Inconclusive on end-state: navigated away too quickly and consumed the single-use token. | Run 2 (12-07, fresh link, clean): followed the link WITHOUT navigating away. (a) Token ACCEPTED — valid session JWT minted for the account (NOT the report's 'Invalid token' error). (b) redirect_to (svarajya.vercel.app/reset-password) IGNORED -> landed on the www.svarajya.com MARKETING landing page (Home/Features/Story/Login), not /reset-password and not /rajya. (c) Tokens sit in the URL fragment but are NEVER consumed: network shows NO token-exchange call, localStorage has no auth keys, UI is logged-out -> NO auto-login. (d) Password never resettable (no reset screen reached). | REPORTED SYMPTOMS NOT REPRODUCED on current production: no 'invalid token' error (token is accepted), and no auto-login/redirect-to-/rajya (the minted session is never consumed at the marketing landing). SECURITY FRAMING CORRECTED: my earlier 'possible auth-bypass / P0' concern does NOT hold — a clean run shows the recovery link does not establish a session on the landing page (no Supabase client there to consume the fragment). Residual security note is minor: a valid bearer JWT is briefly exposed in the URL fragment (history/referrer) — hygiene, not account takeover. THE REAL, REPRODUCIBLE DEFECT is that email password reset is broken end-to-end because the link lands on the marketing root instead of /reset-password — tracked and confirmed as NB-018 (upgraded to P1). Kept at P1 as a cluster member with NB-018 (one fix). Do NOT edit Supabase/auth config (ground rule 4); route via Jira.",Auth,P1,Important user journey or shared module behavior may be blocked or materially degraded.,Not Reproduced,See source row/evidence; reproduce with dummy data only in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.","Run 1 (12-07): send-reset OK (POST /api/auth/send-reset 200). Opened recovery link — token ACCEPTED (Supabase minted a valid session), redirect landed on www.svarajya.com root. Inconclusive on end-state: navigated away too quickly and consumed the single-use token. | Run 2 (12-07, fresh link, clean): followed the link WITHOUT navigating away. (a) Token ACCEPTED — valid session JWT minted for the account (NOT the report's 'Invalid token' error). (b) redirect_to (svarajya.vercel.app/reset-password) IGNORED -> landed on the www.svarajya.com MARKETING landing page (Home/Features/Story/Login), not /reset-password and not /rajya. (c) Tokens sit in the URL fragment but are NEVER consumed: network s",Yes,audit-input/03-bug-and-evidence/P0_P1_BUG_REPORT_DRAFT.csv,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Authentication,No,No,No,Yes,Low,No,Duplicate,BUG-AUTH-002,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] Password reset link errors; auto-logs-in without resetting,No Action — Duplicate,Pending WD Assignment,Draft,Triage: Duplicate/supporting source. No explicit Himanshu/Harsh verification evidence found.
BUG-AUTH-004,5,audit-input/03-bug-and-evidence/P0_P1_BUG_REPORT_DRAFT.csv,4,Authentication,/billing-not-enabled,Mobile OTP was static '1234' (dev mode),"Send OTP now fails with Firebase auth/billing-not-enabled (tester-reproduced 08-07, NB-001); static-1234 path unreachable. | Standing state across 08-07 to 11-07 sessions; no dev-mode code observable. | Report described dev-mode static OTP; current build fails earlier at the send step. Verification journey still broken, differently.",Auth,P1,Important user journey or shared module behavior may be blocked or materially degraded.,Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.","Send OTP now fails with Firebase auth/billing-not-enabled (tester-reproduced 08-07, NB-001); static-1234 path unreachable. | Standing state across 08-07 to 11-07 sessions; no dev-mode code observable. | Report described dev-mode static OTP; current build fails earlier at the send step. Verification journey still broken, differently.",Yes,audit-input/03-bug-and-evidence/P0_P1_BUG_REPORT_DRAFT.csv,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Authentication,No,No,No,Yes,Low,No,Duplicate,BUG-AUTH-004,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] Mobile OTP was static '1234' (dev mode),No Action — Duplicate,Pending WD Assignment,Draft,Triage: Duplicate/supporting source. No explicit Himanshu/Harsh verification evidence found.
BUG-AUTH-004,NB-001,audit-input/03-bug-and-evidence/P0_P1_BUG_REPORT_DRAFT.csv,5,Authentication,/billing-not-enabled,Send OTP fails: Firebase auth/billing-not-enabled,Enter any mobile -> click 'Send OTP to mobile' | OTP send errors out; mobile verification impossible. Skip Verification works so onboarding is not fully blocked.,Auth,P1,Important user journey or shared module behavior may be blocked or materially degraded.,Cannot Reproduce,See source row/evidence; reproduce with dummy data only in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.",Enter any mobile -> click 'Send OTP to mobile' | OTP send errors out; mobile verification impossible. Skip Verification works so onboarding is not fully blocked.,Yes,audit-input/03-bug-and-evidence/P0_P1_BUG_REPORT_DRAFT.csv,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Authentication,No,No,No,Yes,Low,No,Duplicate,BUG-AUTH-004,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] Send OTP fails: Firebase auth/billing-not-enabled,No Action — Duplicate,Pending WD Assignment,Draft,Triage: Duplicate/supporting source. No explicit Himanshu/Harsh verification evidence found.
BUG-AUTH-004,NB-003,audit-input/03-bug-and-evidence/P0_P1_BUG_REPORT_DRAFT.csv,6,Authentication,/foundation,"Profile editing replays full onboarding, gated behind broken OTP",Open /foundation -> click EDIT on profile card | No dedicated edit form. EDIT re-enters the 5-step onboarding wizard ending at the OTP step that errors (NB-001).,Auth,P1,Important user journey or shared module behavior may be blocked or materially degraded.,Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.",Open /foundation -> click EDIT on profile card | No dedicated edit form. EDIT re-enters the 5-step onboarding wizard ending at the OTP step that errors (NB-001).,Yes,audit-input/03-bug-and-evidence/P0_P1_BUG_REPORT_DRAFT.csv,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Needs WD Verification,No,No,No,Yes,Low,No,Duplicate,BUG-AUTH-004,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,"[Authentication] Profile editing replays full onboarding, gated behind broken OTP",No Action — Duplicate,Pending WD Assignment,Draft,Triage: Duplicate/supporting source. No explicit Himanshu/Harsh verification evidence found.
BUG-PROFILE-004,NB-013,audit-input/03-bug-and-evidence/P0_P1_BUG_REPORT_DRAFT.csv,7,Authentication,/file,"Uploads claim Google Drive storage; no consent asked, no folder/file created, Drive URL fabricated from internal ID","Upload doc to loan -> check Drive for Svarajya_Nidhi -> click View | UPDATED 11-07: Behaviour depends on Drive-link state. PRE-CONSENT: loan doc upload claimed success, no Drive artifacts, fabricated URL (original finding). Education upload showed cloud upload failed, local copy saved (honest warning — inconsistent messaging vs loan silent success). POST-CONSENT (tester granted OAuth): education uploads DO reach Drive (Svarajya_Nidhi visible) but first certificate still would not open; Raksha policy doc STILL phantom (Bug 21) — view-URL defect independent of storage state in Raksha/Rin.",Auth,P1,Important user journey or shared module behavior may be blocked or materially degraded.,Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.","Upload doc to loan -> check Drive for Svarajya_Nidhi -> click View | UPDATED 11-07: Behaviour depends on Drive-link state. PRE-CONSENT: loan doc upload claimed success, no Drive artifacts, fabricated URL (original finding). Education upload showed cloud upload failed, local copy saved (honest warning — inconsistent messaging vs loan silent success). POST-CONSENT (tester granted OAuth): education uploads DO reach Drive (Svarajya_Nidhi visible) but first certificate still would not open; Raksha policy doc STILL phantom (Bug 21) — view-URL defect independent of storage state in Raksha/Rin.",Yes,audit-input/03-bug-and-evidence/P0_P1_BUG_REPORT_DRAFT.csv,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Authentication,No,No,No,Yes,Low,Possible,Duplicate,BUG-PROFILE-004,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,"[Authentication] Uploads claim Google Drive storage; no consent asked, no folder/file created, Drive URL fabricated from internal ID",No Action — Duplicate,Pending WD Assignment,Draft,Triage: Duplicate/supporting source. No explicit Himanshu/Harsh verification evidence found.
