Row ID,File Path,Component or Function Name,Module Name,Parent Module,Route Path,Route Type,Is Dynamic Route,HTTP Methods,File Type,Import Count,Export Count,Consuming Pages/Components,Store Links,Service Links,API Route Links,Prisma Schema Links,Supabase Table Links,CRUD Operation,Duplicate Implementation,Canonical Status,Confidence Level,Verification Status,Reviewer Name,Review Date,Evidence Reference,Risk Assessment,Action Required,Acceptance Vocabulary,Notes
MOD-MAP-0026,prisma/migrations/20260521220315_unified_documents/migration.sql,N/A,SHARED,SHARED,prisma/migrations/20260521220315_unified_documents/migration.sql,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: prisma/migrations/20260521220315_unified_documents/migration.sql,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0027,prisma/migrations/20260530120000_add_email_verification_codes/migration.sql,N/A,SHARED,SHARED,prisma/migrations/20260530120000_add_email_verification_codes/migration.sql,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: prisma/migrations/20260530120000_add_email_verification_codes/migration.sql,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0028,prisma/migrations/20260604121625_income_bankaccount_relation/migration.sql,N/A,SHARED,SHARED,prisma/migrations/20260604121625_income_bankaccount_relation/migration.sql,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: prisma/migrations/20260604121625_income_bankaccount_relation/migration.sql,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0029,prisma/migrations/20260606055633_expense_bankaccount_relation/migration.sql,N/A,SHARED,SHARED,prisma/migrations/20260606055633_expense_bankaccount_relation/migration.sql,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: prisma/migrations/20260606055633_expense_bankaccount_relation/migration.sql,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0030,prisma/migrations/20260629040809_subscription_model_added/migration.sql,N/A,SHARED,SHARED,prisma/migrations/20260629040809_subscription_model_added/migration.sql,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: prisma/migrations/20260629040809_subscription_model_added/migration.sql,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0031,prisma/migrations/migration_lock.toml,N/A,SHARED,SHARED,prisma/migrations/migration_lock.toml,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: prisma/migrations/migration_lock.toml,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0032,prisma/schema.prisma,N/A,SHARED,SHARED,prisma/schema.prisma,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: prisma/schema.prisma,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0033,public/file.svg,N/A,SHARED,SHARED,public/file.svg,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: public/file.svg,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0034,public/globe.svg,N/A,SHARED,SHARED,public/globe.svg,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: public/globe.svg,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0035,public/next.svg,N/A,SHARED,SHARED,public/next.svg,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: public/next.svg,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0036,public/scroll.png,N/A,SHARED,SHARED,public/scroll.png,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: public/scroll.png,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0037,public/vercel.svg,N/A,SHARED,SHARED,public/vercel.svg,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: public/vercel.svg,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0038,public/window.svg,N/A,SHARED,SHARED,public/window.svg,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: public/window.svg,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0039,public/চৌপাড়.png,N/A,SHARED,SHARED,public/চৌপাড়.png,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: public/চৌপাড়.png,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0040,public/চৌপাড়.png,N/A,SHARED,SHARED,public/চৌপাড়.png,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: public/চৌপাড়.png,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0041,public/রাজমুদ্রা.png,N/A,SHARED,SHARED,public/রাজমুদ্রা.png,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: public/রাজমুদ্রা.png,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0042,qqq,N/A,SHARED,SHARED,qqq,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: qqq,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0043,route_refactor.py,N/A,SHARED,SHARED,route_refactor.py,API Route,No,"GET, POST",TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: route_refactor.py,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0044,scratch/migrate-existing-docs.ts,N/A,SHARED,SHARED,scratch/migrate-existing-docs.ts,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: scratch/migrate-existing-docs.ts,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0045,scratch_delete_notifs.ts,N/A,SHARED,SHARED,scratch_delete_notifs.ts,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: scratch_delete_notifs.ts,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0046,src/app/(auth)/callback/route.ts,GET,AUTH,AUTH,src/app/(auth)/callback/route.ts,API Route,No,"GET, POST",TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(auth)/callback/route.ts,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0047,src/app/(auth)/intro-cinematic/page.tsx,IntroOnboarding,AUTH,AUTH,src/app/(auth)/intro-cinematic/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(auth)/intro-cinematic/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0048,src/app/(auth)/layout.tsx,AuthLayout,AUTH,AUTH,src/app/(auth)/layout.tsx,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(auth)/layout.tsx,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0049,src/app/(auth)/reset-password/page.tsx,ResetPasswordPage,AUTH,AUTH,src/app/(auth)/reset-password/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(auth)/reset-password/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0050,src/app/(auth)/start/page.tsx,AuthGateway,AUTH,AUTH,src/app/(auth)/start/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(auth)/start/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0051,src/app/(auth)/verify-email/VerifyEmailClient.tsx,VerifyEmailClient,AUTH,AUTH,src/app/(auth)/verify-email/VerifyEmailClient.tsx,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(auth)/verify-email/VerifyEmailClient.tsx,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0052,src/app/(auth)/verify-email/page.tsx,"Page, dynamic",AUTH,AUTH,src/app/(auth)/verify-email/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(auth)/verify-email/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0053,src/app/(dashboard)/beej/page.tsx,BeejPage,BEEJ,BEEJ,src/app/(dashboard)/beej/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/beej/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0054,src/app/(dashboard)/bhoomi/[id]/edit/page.tsx,EditBhoomiPropertyPage,BHOOMI,BHOOMI,src/app/(dashboard)/bhoomi/[id]/edit/page.tsx,Page,Yes,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/bhoomi/[id]/edit/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0055,src/app/(dashboard)/bhoomi/add/page.tsx,AddBhoomiPropertyPage,BHOOMI,BHOOMI,src/app/(dashboard)/bhoomi/add/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/bhoomi/add/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0056,src/app/(dashboard)/bhoomi/page.tsx,BhoomiPage,BHOOMI,BHOOMI,src/app/(dashboard)/bhoomi/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/bhoomi/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0057,src/app/(dashboard)/doot/page.tsx,NotificationsPage,DOOT,DOOT,src/app/(dashboard)/doot/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/doot/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0058,src/app/(dashboard)/dwaar/portals/access/page.tsx,AccessOverviewPage,DWAAR,DWAAR,src/app/(dashboard)/dwaar/portals/access/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/dwaar/portals/access/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0059,src/app/(dashboard)/dwaar/portals/add/page.tsx,AddPortalPage,DWAAR,DWAAR,src/app/(dashboard)/dwaar/portals/add/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/dwaar/portals/add/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0060,src/app/(dashboard)/dwaar/portals/page.tsx,KeyChamberHub,DWAAR,DWAAR,src/app/(dashboard)/dwaar/portals/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/dwaar/portals/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0061,src/app/(dashboard)/dwaar/portals/portal/[id]/page.tsx,PortalDetailPage,DWAAR,DWAAR,src/app/(dashboard)/dwaar/portals/portal/[id]/page.tsx,Page,Yes,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/dwaar/portals/portal/[id]/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
