Route,Route Group,Page File,Layout File,Default Component,Module Association,Direct Local Imports,Transitive Source Files,API Route Literals,Matched API Route Files,Hooks / Stores / Contexts,Services,Database Tables,Fields Read / Written,Supabase Evidence,Form Evidence,Display Evidence,Navigation Reference Count,Module Status,Duplicate / Old Risk,Confidence,Needs WD Verification,Evidence
/kosh/sources,(dashboard),src/app/(dashboard)/kosh/sources/page.tsx,src/app/(dashboard)/layout.tsx,KoshHub,Kosh / Income,src/lib/stores/incomeStore.ts; src/components/cards/TreasurySummaryCard.tsx; src/components/cards/TreasuryMaturityBar.tsx; src/components/shared/PageGuide.tsx; src/components/tutorials/TutorialCard.tsx,src/app/(dashboard)/kosh/sources/page.tsx; src/lib/stores/incomeStore.ts; src/components/cards/TreasurySummaryCard.tsx; src/components/cards/TreasuryMaturityBar.tsx; src/components/shared/PageGuide.tsx; src/components/tutorials/TutorialCard.tsx; src/components/cards/DependencyBadge.tsx; src/app/api/income/route.ts; src/app/api/income/[id]/route.ts; src/lib/services/incomeService.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/prisma.ts; src/lib/services/baseService.ts; src/lib/supabase/server.ts,/api/income; /api/income/[id],src/app/api/income/route.ts; src/app/api/income/[id]/route.ts,src/lib/stores/incomeStore.ts,src/lib/services/incomeService.ts; src/lib/services/baseService.ts,income_streams; users,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,No distinct form component found in this route,KoshHub; BarChart3; TreasurySummaryCard,2,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Strong Evidence,Yes,src/app/(dashboard)/kosh/sources/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/income/route.ts; src/app/api/income/[id]/route.ts; src/lib/services/incomeService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-input/02-existing-team-outputs/PM_MODULE_INVENTORY.csv; audit-input/02-existing-team-outputs/PM_SCREEN_INVENTORY.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/kosh/sources/add,(dashboard),src/app/(dashboard)/kosh/sources/add/page.tsx,src/app/(dashboard)/layout.tsx,AddIncomePage,Kosh / Income,src/lib/stores/incomeStore.ts; src/components/cards/IncomeTypeChips.tsx; src/components/shared/NumberInputRupee.tsx; src/components/tutorials/TutorialCard.tsx,src/app/(dashboard)/kosh/sources/add/page.tsx; src/lib/stores/incomeStore.ts; src/components/cards/IncomeTypeChips.tsx; src/components/shared/NumberInputRupee.tsx; src/components/tutorials/TutorialCard.tsx; src/app/api/income/route.ts; src/app/api/income/[id]/route.ts; src/lib/services/incomeService.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/prisma.ts; src/lib/services/baseService.ts; src/lib/supabase/server.ts,/api/income; /api/income/[id],src/app/api/income/route.ts; src/app/api/income/[id]/route.ts,src/lib/stores/incomeStore.ts,src/lib/services/incomeService.ts; src/lib/services/baseService.ts,income_streams; users; Not persisted to supplied database by this screen,Not persisted to supplied database by this screen.Not mapped,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,AddIncomePage; NumberInputRupee,AddIncomePage,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Strong Evidence,Yes,src/app/(dashboard)/kosh/sources/add/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/income/route.ts; src/app/api/income/[id]/route.ts; src/lib/services/incomeService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-input/02-existing-team-outputs/PM_MODULE_INVENTORY.csv; audit-input/02-existing-team-outputs/PM_SCREEN_INVENTORY.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/lakshya,(dashboard),src/app/(dashboard)/lakshya/page.tsx,src/app/(dashboard)/layout.tsx,LakshyaPage,Lakshya / Goals,None found in traced files,src/app/(dashboard)/lakshya/page.tsx,None found in traced files,None found in traced files,None found in traced files,None found in traced files,goals (module-level dependency evidence; Needs WD Verification for this route),Needs WD Verification - no direct field-map row found in traced files,None found in traced files,No distinct form component found in this route,No distinct display/list component found in this route,4,Placeholder,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Probable,Yes,src/app/(dashboard)/lakshya/page.tsx; src/app/(dashboard)/layout.tsx; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/leakage,(dashboard),src/app/(dashboard)/leakage/page.tsx,src/app/(dashboard)/layout.tsx,LeakageModulePage,Leakage / Subscriptions,src/lib/subscriptionMetrics.ts,src/app/(dashboard)/leakage/page.tsx; src/lib/subscriptionMetrics.ts; src/app/api/subscriptions/route.ts; src/lib/services/subscriptionService.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/prisma.ts; src/lib/services/baseService.ts; src/lib/supabase/server.ts,/api/subscriptions,src/app/api/subscriptions/route.ts,None found in traced files,src/lib/services/subscriptionService.ts; src/lib/services/baseService.ts,subscriptions; users,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,No distinct form component found in this route,LeakageModulePage; BadgeCheck,2,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Strong Evidence,Yes,src/app/(dashboard)/leakage/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/subscriptions/route.ts; src/lib/services/subscriptionService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-input/02-existing-team-outputs/PM_MODULE_INVENTORY.csv; audit-input/02-existing-team-outputs/PM_SCREEN_INVENTORY.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/leakage/subscriptions,(dashboard),src/app/(dashboard)/leakage/subscriptions/page.tsx,src/app/(dashboard)/layout.tsx,SubscriptionsPage,Leakage / Subscriptions,src/lib/stores/expenseStore.ts; src/components/tutorials/TutorialCard.tsx,src/app/(dashboard)/leakage/subscriptions/page.tsx; src/lib/stores/expenseStore.ts; src/components/tutorials/TutorialCard.tsx; src/lib/stores/incomeStore.ts; src/app/api/expenses/route.ts; src/app/api/income/route.ts; src/app/api/income/[id]/route.ts; src/lib/services/expenseService.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/services/incomeService.ts; src/lib/prisma.ts; src/lib/services/baseService.ts; src/lib/supabase/server.ts,/api/expenses; /api/income; /api/income/[id],src/app/api/expenses/route.ts; src/app/api/income/route.ts; src/app/api/income/[id]/route.ts,src/lib/stores/expenseStore.ts; src/lib/stores/incomeStore.ts,src/lib/services/expenseService.ts; src/lib/services/incomeService.ts; src/lib/services/baseService.ts,expense_entries; users; income_streams; Not persisted to subscriptions by this screen,Not persisted to subscriptions by this screen.Not mapped,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,formatRupee,SubscriptionsPage,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Strong Evidence,Yes,src/app/(dashboard)/leakage/subscriptions/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/expenses/route.ts; src/app/api/income/route.ts; src/app/api/income/[id]/route.ts; src/lib/services/expenseService.ts; src/lib/services/incomeService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-input/02-existing-team-outputs/PM_MODULE_INVENTORY.csv; audit-input/02-existing-team-outputs/PM_SCREEN_INVENTORY.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/login,(landing),src/app/(landing)/login/page.tsx,src/app/(landing)/layout.tsx,LoginRedirect,Public Website / Landing,None found in traced files,src/app/(landing)/login/page.tsx,None found in traced files,None found in traced files,None found in traced files,None found in traced files,Needs WD Verification - no direct table evidence found for this route,Needs WD Verification - no direct field-map row found in traced files,None found in traced files,No distinct form component found in this route,No distinct display/list component found in this route,6,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Unconfirmed,Yes,src/app/(landing)/login/page.tsx; src/app/(landing)/layout.tsx; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/mantri,(dashboard),src/app/(dashboard)/mantri/page.tsx,src/app/(dashboard)/layout.tsx,MantriPage,Mantri / Insights,None found in traced files,src/app/(dashboard)/mantri/page.tsx,None found in traced files,None found in traced files,None found in traced files,None found in traced files,No confirmed table or API (module-level dependency evidence; Needs WD Verification for this route),Needs WD Verification - no direct field-map row found in traced files,None found in traced files,No distinct form component found in this route,No distinct display/list component found in this route,2,Placeholder,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Probable,Yes,src/app/(dashboard)/mantri/page.tsx; src/app/(dashboard)/layout.tsx; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/map,(landing),src/app/(landing)/map/page.tsx,src/app/(landing)/layout.tsx,MapPage,Public Website / Landing,None found in traced files,src/app/(landing)/map/page.tsx,None found in traced files,None found in traced files,None found in traced files,None found in traced files,Needs WD Verification - no direct table evidence found for this route,Needs WD Verification - no direct field-map row found in traced files,None found in traced files,No distinct form component found in this route,No distinct display/list component found in this route,2,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Unconfirmed,Yes,src/app/(landing)/map/page.tsx; src/app/(landing)/layout.tsx; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/mitra,(dashboard),src/app/(dashboard)/mitra/page.tsx,src/app/(dashboard)/layout.tsx,MitraModule,Mitra / Nominees and Will,src/components/module/MicroLearningWrapper.tsx; src/components/ui/VideoTutorialPlaceholder.tsx; src/components/providers/ToastProvider.tsx,src/app/(dashboard)/mitra/page.tsx; src/components/module/MicroLearningWrapper.tsx; src/components/ui/VideoTutorialPlaceholder.tsx; src/components/providers/ToastProvider.tsx; src/app/api/will/route.ts; src/lib/services/willService.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/prisma.ts; src/lib/services/baseService.ts; src/lib/supabase/server.ts,/api/will,src/app/api/will/route.ts,None found in traced files,src/lib/services/willService.ts; src/lib/services/baseService.ts,will_status; users,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,No distinct form component found in this route,MitraModule,4,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Strong Evidence,Yes,src/app/(dashboard)/mitra/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/will/route.ts; src/lib/services/willService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-input/02-existing-team-outputs/PM_MODULE_INVENTORY.csv; audit-input/02-existing-team-outputs/PM_SCREEN_INVENTORY.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/mitra/assets,(dashboard),src/app/(dashboard)/mitra/assets/page.tsx,src/app/(dashboard)/layout.tsx,AssetNomineeDashboard,Mitra / Nominees and Will,src/components/providers/ToastProvider.tsx,src/app/(dashboard)/mitra/assets/page.tsx; src/components/providers/ToastProvider.tsx; src/app/api/nominee/assets/route.ts; src/app/api/family/route.ts; src/app/api/nominee/route.ts; src/app/api/nominee/[id]/route.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/services/familyService.ts; src/lib/types/api.types.ts; src/lib/services/nomineeService.ts; src/lib/supabase/server.ts; src/lib/services/baseService.ts,/api/nominee/assets; /api/family; /api/nominee; /api/nominee/[id],src/app/api/nominee/assets/route.ts; src/app/api/family/route.ts; src/app/api/nominee/route.ts; src/app/api/nominee/[id]/route.ts,None found in traced files,src/lib/services/familyService.ts; src/lib/services/nomineeService.ts; src/lib/services/baseService.ts,nominee_mapping; insurance_policies; bank_accounts; property_assets; investment_holdings; users; family_members,nominee_mapping.assetRef; nominee_mapping.assetType; nominee_mapping.nomineeId; nominee_mapping.sharePercent; nominee_mapping.Not stored,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,No distinct form component found in this route,AssetNomineeDashboard,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Strong Evidence,Yes,src/app/(dashboard)/mitra/assets/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/nominee/assets/route.ts; src/app/api/family/route.ts; src/app/api/nominee/route.ts; src/app/api/nominee/[id]/route.ts; src/lib/services/familyService.ts; src/lib/services/nomineeService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-input/02-existing-team-outputs/PM_MODULE_INVENTORY.csv; audit-input/02-existing-team-outputs/PM_SCREEN_INVENTORY.csv; +1 more
/mitra/will,(dashboard),src/app/(dashboard)/mitra/will/page.tsx,src/app/(dashboard)/layout.tsx,WillManagementPage,Mitra / Nominees and Will,src/components/providers/ToastProvider.tsx,src/app/(dashboard)/mitra/will/page.tsx; src/components/providers/ToastProvider.tsx; src/app/api/will/route.ts; src/lib/services/willService.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/prisma.ts; src/lib/services/baseService.ts; src/lib/supabase/server.ts,/api/will,src/app/api/will/route.ts,None found in traced files,src/lib/services/willService.ts; src/lib/services/baseService.ts,will_status; users,will_status.existsFlag; will_status.location; will_status.executorName; will_status.executorContact; will_status.lastReviewDate; will_status.instructions,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,No distinct form component found in this route,No distinct display/list component found in this route,2,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Strong Evidence,Yes,src/app/(dashboard)/mitra/will/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/will/route.ts; src/lib/services/willService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-input/02-existing-team-outputs/PM_MODULE_INVENTORY.csv; audit-input/02-existing-team-outputs/PM_SCREEN_INVENTORY.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/notifications,(dashboard),src/app/(dashboard)/notifications/page.tsx,src/app/(dashboard)/layout.tsx,NotificationsPage,Notifications,src/lib/stores/notificationStore.ts,src/app/(dashboard)/notifications/page.tsx; src/lib/stores/notificationStore.ts; src/app/api/notifications/route.ts; src/app/api/notifications/[id]/route.ts; src/app/api/notifications/read-all/route.ts; src/lib/services/notificationService.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/prisma.ts; src/lib/services/baseService.ts; src/lib/supabase/server.ts,/api/notifications; /api/notifications/[id]; /api/notifications/read-all,src/app/api/notifications/route.ts; src/app/api/notifications/[id]/route.ts; src/app/api/notifications/read-all/route.ts,src/lib/stores/notificationStore.ts,src/lib/services/notificationService.ts; src/lib/services/baseService.ts,insurance_policies; notifications; budget_plans; expense_entries; bank_accounts; subscriptions; identity_records; will_status; loan_accounts; goals; users; income_streams,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,No distinct form component found in this route,NotificationsPage,4,Duplicate / Old Version,Overlaps configured Doot reminder/notification implementation; authoritative path needs WD verification.,Strong Evidence,Yes,src/app/(dashboard)/notifications/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/notifications/route.ts; src/app/api/notifications/[id]/route.ts; src/app/api/notifications/read-all/route.ts; src/lib/services/notificationService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-output/01-repository-and-architecture/ARCHITECTURE_AND_COUPLING_RISKS.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/onboarding/contact-info,(onboarding),src/app/(onboarding)/onboarding/contact-info/page.tsx,src/app/(onboarding)/onboarding/layout.tsx,ContactStep,Onboarding,src/lib/validators/contactValidator.ts; src/lib/firebase/firebase.ts,src/app/(onboarding)/onboarding/contact-info/page.tsx; src/lib/validators/contactValidator.ts; src/lib/firebase/firebase.ts; src/app/api/profile/route.ts; src/lib/supabase/server.ts; src/lib/services/userService.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/services/baseService.ts,/api/profile,src/app/api/profile/route.ts,None found in traced files,src/lib/services/userService.ts; src/lib/services/baseService.ts,users,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,No distinct form component found in this route,ContactStep,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Strong Evidence,Yes,src/app/(onboarding)/onboarding/contact-info/page.tsx; src/app/(onboarding)/onboarding/layout.tsx; src/app/api/profile/route.ts; src/lib/services/userService.ts; src/lib/services/baseService.ts; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/onboarding/dob,(onboarding),src/app/(onboarding)/onboarding/dob/page.tsx,src/app/(onboarding)/onboarding/layout.tsx,DOBStep,Onboarding,src/lib/stores/onboardingStore.ts,src/app/(onboarding)/onboarding/dob/page.tsx; src/lib/stores/onboardingStore.ts; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/lib/supabase/server.ts; src/lib/services/userService.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,/api/profile; /api/family,src/app/api/profile/route.ts; src/app/api/family/route.ts,src/lib/stores/onboardingStore.ts,src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,users; family_members,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,No distinct form component found in this route,DOBStep; OnboardingStore,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Strong Evidence,Yes,src/app/(onboarding)/onboarding/dob/page.tsx; src/app/(onboarding)/onboarding/layout.tsx; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/onboarding/family,(onboarding),src/app/(onboarding)/onboarding/family/page.tsx,src/app/(onboarding)/onboarding/layout.tsx,TrustDeclaration,Onboarding,None found in traced files,src/app/(onboarding)/onboarding/family/page.tsx,None found in traced files,None found in traced files,None found in traced files,None found in traced files,Needs WD Verification - no direct table evidence found for this route,Needs WD Verification - no direct field-map row found in traced files,None found in traced files,No distinct form component found in this route,TrustDeclaration,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Unconfirmed,Yes,src/app/(onboarding)/onboarding/family/page.tsx; src/app/(onboarding)/onboarding/layout.tsx; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/onboarding/firstwin,(onboarding),src/app/(onboarding)/onboarding/firstwin/page.tsx,src/app/(onboarding)/onboarding/layout.tsx,FirstWin,Onboarding,src/lib/stores/onboardingStore.ts; src/lib/supabase/client.ts,src/app/(onboarding)/onboarding/firstwin/page.tsx; src/lib/stores/onboardingStore.ts; src/lib/supabase/client.ts; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/lib/supabase/server.ts; src/lib/services/userService.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,/api/profile; /api/family,src/app/api/profile/route.ts; src/app/api/family/route.ts,src/lib/stores/onboardingStore.ts,src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,users; family_members,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/client.ts: @supabase/ssr Supabase project createBrowserClient; src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/app/(onboarding)/onboarding/firstwin/page.tsx: supabase.auth Supabase Auth updateUser; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,No distinct form component found in this route,FirstWin; OnboardingStore,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Strong Evidence,Yes,src/app/(onboarding)/onboarding/firstwin/page.tsx; src/app/(onboarding)/onboarding/layout.tsx; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
